cond((Int)),disp((Int)),cond(Hab),cond(Spec),cond(Treatment),cond(Hab:Spec),cond(Hab:Treatment),cond(Spec:Treatment),cond(Hab:Spec:Treatment),df,logLik,AICc,delta,weight
1.9900422740114887,+,+,NA,NA,NA,NA,NA,NA,5,-9.778580462404253,30.367971735619317,0,0.497392946895482
1.9282798095683784,+,+,NA,+,NA,NA,NA,NA,6,-9.585301786786456,32.321288505079764,1.9533167694604465,0.187301939903071
2.4311615369776245,+,+,+,NA,NA,NA,NA,NA,8,-7.454058278378235,32.93628557084098,2.5683138352216623,0.137720109520891
1.5483210154424552,+,+,NA,+,NA,+,NA,NA,9,-6.470862860134923,33.51315429169841,3.145182556079096,0.103212407474259
2.369916109564775,+,+,+,+,NA,NA,NA,NA,9,-7.254020390747093,35.07946935292276,4.71149761730344,0.0471640307961152
1.9882762947526114,+,+,+,+,NA,+,NA,NA,12,-4.008713730003623,36.67414387791769,6.306172142298376,0.0212486694687498
2.3015297507446304,+,+,+,+,NA,NA,+,NA,12,-5.938434776109602,40.53358597012965,10.165614234510333,0.00308506656487311
1.973892447424125,+,+,+,+,NA,+,+,NA,15,-2.660449328196542,42.820898656393084,12.452926920773766,0.000983061979879869
1.7337872302756487,+,NA,NA,NA,NA,NA,NA,NA,2,-19.599748458986372,43.3553410738169,12.987369338197585,0.000752537599289019
2.3169832614363592,+,NA,+,NA,NA,NA,NA,NA,5,-16.71631706142743,44.24344493366567,13.875473198046354,0.000482701780498484
1.6673151429996254,+,NA,NA,+,NA,NA,NA,NA,3,-19.43164166974081,45.17907281316583,14.811101077546514,0.000302349940985421
2.251333857201604,+,NA,+,+,NA,NA,NA,NA,6,-16.541193078122163,46.23307108775117,15.865099352131853,0.000178499527514791
2.198530377674781,+,+,+,NA,+,NA,NA,NA,17,-1.5307990457624185,46.932565833460316,16.564594097841,0.000125818272156476
2.1404553402129,+,+,+,+,+,NA,NA,NA,18,-1.3123310326749733,49.83777681944831,19.46980508382899,2.94364319272316e-05
2.1847620399039083,+,NA,+,+,NA,NA,+,NA,9,-15.392249920677557,51.35592841278368,20.987956677164366,1.37791598058032e-05
1.745235273121949,+,+,+,+,+,+,NA,NA,21,2.456682128949621,53.01767022485939,22.64969848924007,6.00316233181757e-06
2.070770073768783,+,+,+,+,+,NA,+,NA,21,0.07128334584625207,57.788467791066125,27.420496055446808,5.5260468003098e-07
1.7520675517877837,+,+,+,+,+,+,+,NA,24,4.187921733065859,61.44233835205009,31.074366616430776,8.89173779636463e-08
1.5378063698148292,+,+,+,+,+,+,+,+,33,13.083855198045274,88.61489829956162,58.246926563942296,1.11825339497023e-13
